Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1963,affiliation_id_1963,affiliation_country_1963,affiliation_display_name_1957,affiliation_id_1957,affiliation_country_1957,affiliation_display_name_1955,affiliation_id_1955,affiliation_country_1955,affiliation_display_name_1934,affiliation_id_1934,affiliation_country_1934
Adam Tauman Kalai,A5086904495,9,False,False,True,Switzerland; United Kingdom; United States,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,Microsoft (United States),https://openalex.org/I1290206253,United States,,,,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research New England (United States),https://openalex.org/I4400600948,United States,Microsoft (United States),https://openalex.org/I1290206253,United States,Microsoft Research New England (United States),https://openalex.org/I4400600948,United States,Microsoft Research New England (United States),https://openalex.org/I4400600948,United States,Microsoft (United States),https://openalex.org/I1290206253,United States,Microsoft Research New England (United States),https://openalex.org/I4400600948,United States,Microsoft Research New England (United States),https://openalex.org/I4400600948,United States,Decision Sciences (United States),https://openalex.org/I4210133369,United States,Microsoft Research New England (United States),https://openalex.org/I4400600948,United States,Microsoft Research New England (United States),https://openalex.org/I4400600948,United States,Georgia Institute of Technology,https://openalex.org/I130701444,United States,Atlanta Technical College,https://openalex.org/I2800444561,United States,Toyota Technological Institute at Chicago,https://openalex.org/I160992636,United States,Toyota Motor Corporation (Switzerland),https://openalex.org/I1293612202,Switzerland,Toyota Technological Institute at Chicago,https://openalex.org/I160992636,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Ramesh,A5101696375,5,False,False,True,Switzerland; United Kingdom; United States,,,,,,,University of Michigan,https://openalex.org/I27837315,United States,University of Zurich,https://openalex.org/I202697423,Switzerland,University of Sheffield,https://openalex.org/I91136226,United Kingdom,Università della Svizzera italiana,https://openalex.org/I57201433,Switzerland,,,,,,,,,,,,,,,,,,,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed El-Kishky,A5035119055,4,False,False,True,Israel; United Kingdom; United States,,,,,,,Twitter (United States),https://openalex.org/I113979032,United States,Twitter (United States),https://openalex.org/I113979032,United States,Edinburgh Napier University,https://openalex.org/I251738,United Kingdom,Johns Hopkins University,https://openalex.org/I145311948,United States,Meta (Israel),https://openalex.org/I2252078561,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Clark,A5029924588,2,False,False,True,United Kingdom; United States,,,,,,,,,,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akila Welihinda,A5114628351,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Hayes,A5090997714,7,False,False,True,Australia; Switzerland; United States,Western Health,https://openalex.org/I4210116486,Australia,Victoria School of Management,https://openalex.org/I4210137805,Switzerland,The University of Melbourne,https://openalex.org/I165779595,Australia,Victoria School of Management,https://openalex.org/I4210137805,Switzerland,The University of Melbourne,https://openalex.org/I165779595,Australia,Victoria School of Management,https://openalex.org/I4210137805,Switzerland,The University of Melbourne,https://openalex.org/I165779595,Australia,University of Newcastle Australia,https://openalex.org/I78757542,Australia,Sunshine Hospital,https://openalex.org/I4210127078,Australia,University of North Carolina at Chapel Hill,https://openalex.org/I114027177,United States,Peter MacCallum Cancer Centre,https://openalex.org/I2800555584,Australia,,,,Victoria School of Management,https://openalex.org/I4210137805,Switzerland,,,,,,,,,,Victoria School of Management,https://openalex.org/I4210137805,Switzerland,,,,,,,,,,,,,,,,,,,Victoria School of Management,https://openalex.org/I4210137805,Switzerland,,,,The University of Melbourne,https://openalex.org/I165779595,Australia,,,,The University of Melbourne,https://openalex.org/I165779595,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Helyar,A5114637221,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Radford,A5051250767,1,False,False,True,United States,,,,,,,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksander Mądry,A5032574693,7,False,False,True,Poland; Russia; Switzerland; United States,,,,IIT@MIT,https://openalex.org/I4210110987,United States,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,United States,Moscow Institute of Thermal Technology,https://openalex.org/I4210109586,Russia,Moscow Institute of Thermal Technology,https://openalex.org/I4210109586,Russia,Moscow Institute of Thermal Technology,https://openalex.org/I4210109586,Russia,Moscow Institute of Thermal Technology,https://openalex.org/I4210109586,Russia,Moscow Institute of Thermal Technology,https://openalex.org/I4210109586,Russia,Moscow Institute of Thermal Technology,https://openalex.org/I4210109586,Russia,IIT@MIT,https://openalex.org/I4210110987,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,University of Wrocław,https://openalex.org/I219388962,Poland,École Polytechnique Fédérale de Lausanne,https://openalex.org/I5124864,Switzerland,,,,Microsoft (United States),https://openalex.org/I1290206253,United States,Moscow Institute of Thermal Technology,https://openalex.org/I4210109586,Russia,,,,University of Wrocław,https://openalex.org/I219388962,Poland,,,,,,,University of Wrocław,https://openalex.org/I219388962,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Baker-Whitcomb,A5114628365,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Beutel,A5080988309,5,False,False,True,United States,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,Tesla (United States),https://openalex.org/I4210109380,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Duke University,https://openalex.org/I170897317,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Beutel,A5095848428,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Borzunov,A5114628372,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Carney,A5008497542,2,False,False,False,United Kingdom,,,,University Hospitals of North Midlands NHS Trust,https://openalex.org/I2800115762,United Kingdom,,,,,,,,,,,,,Cardiff University,https://openalex.org/I79510175,United Kingdom,,,,,,,Cardiff University,https://openalex.org/I79510175,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Carney,A5114628374,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Iftimie,A5115637733,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Karpenko,A5115637734,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
